5551	1018
5551	7916
5551	4401
8433	1438
2007	6192
2006	5506
2006	370
2006	5257
3172	3484
5400	3831
6557	11710
127	1320
127	1504
2003	6101
11485	6987
11485	11703
11485	11708
11485	6330
7646	11710
7646	11709
7646	11703
9229	2526
10022	1016
10022	6394
10022	6101
8578	2762
9505	1049
8142	51
8142	4409
8142	10632
8142	4403
8142	4401
8142	934
8751	6826
569	1721
569	6119
569	4862
10780	2311
10780	6850
10780	3574
6161	9789
4008	1437
4008	2498
4010	2862
4010	10487
4010	3214
4010	10308
4010	5893
4010	5058
4010	830
4010	8586
9884	4219
9884	583
4834	7098
10290	11703
10290	11708
10290	11710
10290	6987
10290	6826
10290	5866
2478	8590
2478	2668
7327	9353
7327	9430
7327	7948
10590	6987
10356	1438
372	386
372	388
9898	7935
927	1437
928	6394
951	6525
951	8919
951	3285
951	898
951	3320
951	5992
951	10308
951	1944
951	952
951	8166
951	4242
951	6803
952	8919
952	9928
952	10750
952	6565
952	5992
952	10308
952	1463
952	1944
952	7560
952	9466
952	6078
952	8166
952	4242
952	6803
3127	8596
3127	3191
2453	10044
2453	3447
2453	1193
4357	6834
4357	10730
4357	5142
4357	10179
4357	2309
4357	2277
4357	7736
4357	5342
4357	8249
7858	10377
2824	7011
2824	2624
2824	9624
2824	3734
5377	11710
5377	2502
227	10477
4664	11407
6690	4971
6789	7013
6252	8008
7659	6781
1648	8262
7575	2117
7575	2080
7575	8869
11759	8779
8845	8754
8845	9624
8845	4341
8845	8624
8845	3288
8845	3574
8845	7996
9011	1669
1731	8274
1731	1094
1731	11703
1731	7952
1731	8513
1731	6119
1731	3831
1731	2920
1731	1928
8455	8554
3975	9408
3975	6826
3975	4543
3975	3574
3975	2497
2243	8262
2243	3788
5462	4175
386	409
3489	6531
3489	6265
5920	2526
5920	9970
5920	3388
3391	3380
3236	7554
3236	3462
3236	3831
10243	9706
6288	7464
9896	11704
9896	11709
9896	11708
9896	11710
9896	4175
9896	6401
9896	3574
9896	3010
9570	11703
10917	4941
5176	6401
5176	11155
5176	10483
5176	8074
5218	4115
7963	7554
2443	9757
2443	4934
8602	9624
8602	2277
8602	7054
8602	8787
5321	5709
5321	6302
5322	5354
5322	235
5322	511
5322	10023
2442	6410
2442	4938
2442	113
2442	9501
2442	2526
2442	1202
7463	7119
7119	11710
7119	6169
7119	3556
7119	3972
11176	5501
955	8262
955	4857
7756	9624
8316	9757
760	5992
760	8604
760	4175
760	687
760	3556
760	6301
760	11704
760	643
760	3574
760	2525
760	222
7748	8779
7748	6394
2590	11710
2590	11705
2590	11704
2590	11703
2590	11708
6152	8024
6152	7915
6152	4138
6152	4862
6152	2803
6152	2387
6152	1773
4170	4598
4170	2526
4170	6401
4170	3574
4170	11703
4170	1016
4170	7372
4170	137
4170	4175
4170	8287
4170	8074
4170	8787
4170	4219
4170	4342
4170	5142
4095	9049
4095	3843
4084	9049
849	3788
9442	4175
9442	3556
9442	9328
9281	3848
11074	459
11074	113
11074	2502
11074	4341
4046	6386
4046	4760
4046	10054
4046	4630
4046	113
4046	5491
4046	6327
4046	4395
4046	5541
4046	780
4046	781
1193	6937
1193	346
1193	6582
1193	3156
1193	9005
10547	8108
7578	5142
7578	2526
4023	2526
4023	3831
8514	11704
8514	11709
8514	11703
8514	11710
8514	7554
8514	3831
655	2953
655	9956
7751	1232
1892	3788
1891	3128
1204	9626
10625	9624
3478	4938
3478	2036
10046	4938
10046	2036
10046	8074
5808	4175
5808	3556
9942	9194
9942	10189
10516	3288
10516	1438
4578	11703
1133	8696
1133	8764
9743	5849
9743	8986
9743	4341
9743	4342
8405	7554
5457	5455
9691	4766
9691	3831
9691	6316
5455	5879
5455	5249
5455	563
5455	4493
5455	3981
5455	2594
5455	3306
5455	3359
5455	5002
5455	6114
5455	10083
1595	3612
1595	7228
1595	6084
1595	113
1595	5232
1595	3574
1595	2311
1595	220
1595	2594
1595	2309
1595	2387
1595	7281
4522	9684
4522	3574
1488	7339
1488	3286
1488	3381
1488	882
1488	8513
1488	1672
1488	5542
1488	2225
1488	4451
1488	4452
1488	8586
1488	243
8399	2497
10804	5627
10804	7198
627	4342
10422	7033
10522	3848
6439	4460
10256	3361
9891	11976
9891	5013
9891	5656
9891	3788
9891	9969
9891	2526
9891	4543
9891	4066
5846	11710
5846	11703
5846	6873
5174	10158
5174	5374
8287	5873
8287	4328
8287	4532
8287	5541
8287	934
8287	8262
8287	11703
8287	5575
8287	6333
8287	3205
8287	459
8287	3285
8287	2338
8287	10274
8287	4759
8287	8384
8287	110
8287	6139
8287	714
8287	6525
8287	3700
8287	9268
8287	5893
8287	4344
8287	6550
8287	7013
8287	5394
4732	4175
4732	4341
4732	4972
4732	4319
4732	134
4732	7384
4732	8709
4732	9140
4732	1118
5467	2315
5467	5949
5467	3574
5467	5728
5467	11704
5467	11709
5467	11708
5467	3556
5467	11247
5467	2709
5467	8074
5467	7841
5467	4175
5467	6628
5467	2309
5467	9140
5467	8787
5467	6168
5467	113
5467	4129
525	7554
11123	9579
10973	6394
1538	7554
1336	10218
1336	3163
1336	5701
1336	6275
1336	7019
1336	4341
1336	4342
1336	11906
10325	9624
10325	3487
7832	896
8235	5508
8235	5988
8466	2526
8574	9832
5271	8661
7986	5688
7986	2386
7986	4862
3860	113
8172	3748
3571	5905
3571	3572
8510	2532
8510	459
8510	1437
8510	2387
6011	76
6011	6130
6011	2291
6011	9323
6011	1159
6011	3417
6011	10324
6011	11243
6011	1968
6010	2311
6010	7054
4839	9408
9970	5236
9970	5728
8201	2525
8201	6101
9059	1042
9059	9288
9059	3953
9059	10800
9059	4085
9059	9323
9059	2387
9059	3115
9059	8249
9059	9620
9059	5648
9059	10184
9059	9851
9059	6640
9059	9329
5563	4392
6162	6101
8895	5506
8895	6333
8895	7401
8895	4405
8895	8026
8895	5950
8895	4297
6494	11710
1442	7554
4090	11842
4090	5013
3487	1076
9510	3848
11269	3286
11269	3285
11269	3976
11269	113
11269	3974
11269	10374
11269	2767
11269	6283
11269	10477
11269	4960
11269	8249
11435	9684
11435	11704
11435	6826
11435	2502
11033	11703
3577	1437
3577	1438
9612	11704
9612	11709
9612	11703
9612	11710
9612	11705
9612	5949
2653	9173
8779	10218
8779	7649
8779	1255
8779	5897
8779	9140
8779	586
8779	4848
2952	4862
2953	5897
10308	113
10308	3788
10308	581
10308	6637
10308	3118
7634	6394
1362	1465
10836	6325
10836	11708
10836	11705
10836	6826
10836	6401
10836	7818
7464	7081
7464	10970
7464	5314
7464	3788
7464	3953
7464	11230
7464	2277
7464	10158
7464	113
7464	6035
7464	10537
7464	3950
7950	8512
7950	5656
10002	6826
10002	2502
6524	11703
9995	11704
9995	11703
9995	10997
9995	11710
9995	11705
9995	3543
6737	521
6737	522
6247	6141
6247	4345
6247	4960
6247	1438
7952	11710
2081	6394
4175	2703
4175	4862
4175	6646
4175	7807
4175	7927
4175	7541
4175	7262
4175	9342
4175	10659
4175	3407
4175	2913
4175	7948
4175	2044
4175	10860
4175	6283
4175	6067
4175	7108
4175	5508
4175	243
4175	4960
4175	9113
4175	3813
4175	10039
4175	2386
4175	676
4175	7729
4175	1235
4175	8268
4175	2158
4175	616
4175	11304
4175	10382
4175	4145
4175	9119
4175	3359
4175	1288
4175	6743
4175	10415
4175	3559
4175	4934
4175	5013
4175	2500
4175	2338
4175	1374
4175	4857
4175	4597
4175	345
4175	7736
4175	5973
4175	11412
4175	2392
4175	3235
4175	10490
4175	3118
4175	6670
4175	10201
4175	9619
4175	681
4175	1671
4175	5279
4175	1465
4175	11450
4175	6119
4175	8695
4175	1055
4175	7649
