55585,58477
55585,27076
55585,719
55585,114898
55585,23432
55585,9338
55585,79157
55585,3358
55585,23071
9604,7448
9921,10477
9921,7322
26994,6810
26994,1456
26994,6386
26994,659
26994,128346
26994,6646
26994,8795
26994,153328
26994,92
26994,9341
26994,7314
26994,30000
11342,23673
11342,6320
11342,10099
11342,8943
11342,26001
11342,1186
11342,54682
11342,7026
11342,10653
11342,8905
11342,10239
11342,1176
11342,1641
11342,7433
11342,3965
11342,3964
11342,50810
11342,7297
11342,10490
653784,51060
653784,27175
653784,3959
653784,114791
653784,440145
80097,10426
80097,114791
80097,3383
80097,187
80097,440145
80097,7283
80097,27175
80097,29922
80097,4988
80097,4887
80097,10599
80097,10653
80097,3959
80097,85378
80097,2358
80097,10844
80097,51060
80097,27229
80097,23291
80097,55248
5373,5372
5372,341208
5372,391123
5372,11072
5372,147409
5372,445582
5372,54870
445,202915
445,30832
445,56934
445,5091
445,23410
4686,23708
4686,6625
4686,55692
4686,79753
4686,55216
7562,10155
22795,6901
22795,29992
22795,1880
22795,55061
22795,3965
22795,2045
22795,2120
22795,10562
22795,84866
22795,5796
22795,3958
22795,1667
22795,254773
80139,8402
80139,9338
80139,338917
80139,135398
80139,30835
80139,3198
80139,4488
80139,11129
80139,9530
80139,23193
80139,3312
80139,84948
80139,160728
80139,64748
80139,23640
80139,84908
80139,64518
80139,54845
80139,10238
80139,51179
80139,6832
80139,9975
55762,54865
55762,10155
286075,7726
286075,9736
286075,55037
286075,115509
286075,10793
286075,64965
286075,51081
286075,64949
286075,60488
286075,4820
286075,10240
286075,353274
286075,7818
286075,63893
286075,168374
286075,708
286075,27433
286075,163033
286075,55173
286075,1457
286075,100131017
286075,56658
286075,1059
286075,23411
286075,6125
286075,8425
286075,9204
286075,25799
286075,4736
286075,57786
286075,51023
286075,4898
286075,5577
286075,10155
286075,65988
51123,6672
619279,8819
619279,3614
619279,25855
619279,5926
619279,54461
619279,64426
619279,84312
619279,79685
619279,25942
619279,79595
619279,8454
619279,8945
619279,51742
619279,196513
619279,7169
619279,3622
619279,23291
84872,6156
84872,6141
84872,4302
84872,6168
55905,91734
55905,57097
55905,64761
55905,7322
55905,196403
55905,8615
55905,90070
55905,5354
55905,550
55905,22918
55905,115992
55905,4055
55905,7128
27246,8924
27246,2563
27246,8887
27246,10945
27246,5664
55854,4733
79882,138046
79882,5411
79882,1993
79882,1196
79882,51631
79882,55884
79882,49856
79882,79753
79882,55216
79882,84324
79882,79012
79882,51538
79882,6627
79882,124245
79882,51329
79882,6625
79882,55692
6693,9043
6693,201266
6693,8891
54778,84259
54778,2776
54778,6683
54778,57794
54778,283237
54778,54439
54778,26043
54778,120
54778,56683
54778,1459
54778,22974
54778,8545
54778,10712
124245,10210
124245,10179
124245,5976
124245,7761
124245,84292
124245,10180
124245,51535
124245,55596
124245,29890
124245,85364
124245,23708
124245,22938
124245,6426
124245,57461
124245,84502
124245,56652
124245,64783
124245,55339
124245,79576
124245,79012
124245,1993
124245,91746
124245,25949
124245,1195
124245,10250
124245,81839
124245,23524
124245,23360
124245,54665
124245,10929
124245,51593
124245,51362
124245,55660
124245,8394
124245,10772
124245,135295
124245,138199
124245,200316
124245,81608
124245,494115
124245,4820
124245,51631
124245,125893
124245,8899
124245,79811
124245,10898
124245,56949
124245,23609
124245,196441
124245,1196
124245,9817
124245,57396
124245,7259
124245,64061
124245,9877
124245,9360
124245,10450
124245,25962
124245,5394
124245,9716
124245,5733
124245,55692
124245,51340
124245,11338
124245,58517
124245,55119
124245,29896
124245,5930
124245,114625
124245,22913
124245,1198
124245,60625
124245,9646
124245,4795
124245,23091
1659,6732
1659,1044
1659,151903
1659,22880
1659,5411
1659,25949
1659,55216
1659,79753
1659,10768
1659,23382
1659,51362
1659,51121
1659,23210
1659,6166
1659,22938
1659,57461
1659,56949
1659,10450
1659,9716
1659,51340
1659,400916
1659,84955
1659,3010
1659,6142
1660,56341
6949,79012
6949,79961
6949,408
6949,5305
4928,6683
4928,84908
4928,348995
4928,25953
4928,80146
4928,6396
4928,4927
4928,970
4928,8480
4928,114990
7508,5887
7508,2547
7508,11198
7508,80746
7508,81847
7508,1070
7508,1069
7508,1068
7508,3014
7508,9555
7508,9557
7508,29935
7508,317772
7508,6118
7508,6383
7508,200558
7508,79968
7508,8969
7508,3017
7508,255626
7508,55506
7508,8348
7508,6749
7508,27350
7508,8370
7508,1459
7508,10038
7508,257
7508,79829
7508,5423
7508,142
7508,126299
7508,474343
7508,28992
7508,8350
7507,2072
7507,9849
7507,348995
7507,2067
6670,7252
6670,137868
6671,7290
6671,5786
6671,51231
80320,51622
80320,29919
80320,6653
80320,2783
80320,84315
80320,84231
79012,85403
79012,9967
79012,960
79012,10456
79012,8178
79012,57217
79012,23524
79012,9369
79012,6383
79012,5411
79012,84629
79012,56704
79012,2719
79012,10921
79012,10768
79012,26747
79012,375790
79012,8546
79012,57703
79012,6046
79012,23382
79012,79837
79012,5586
79012,7343
79012,9221
79012,92345
79012,23131
79012,26985
79012,10947
79012,25820
79012,80205
79012,23013
79012,2817
79012,4298
79012,4300
79012,2239
79012,10082
79012,57669
79012,27125
79012,1716
79012,4299
79012,6016
79012,22985
79012,8019
79012,7049
79012,23476
79012,4007
79012,9722
121665,3359
121665,131601
121665,221188
121665,719
121665,6570
121665,85413
121665,6510
121665,56928
121665,6564
121665,55117
121665,5133
121665,25844
121665,154091
121665,22953
121665,1144
121665,64116
27333,491
27333,55630
27333,84197
27333,2217
27333,974
27333,10090
27333,81544
27333,25853
27333,10345
27333,10076
27333,81833
27333,55559
27333,55454
27333,112609
27333,3113
27333,26229
27333,3790
27333,55509
27333,135250
27333,2523
80207,608
80207,56104
80207,8641
80207,6564
4976,642938
4976,10590
4976,6327
4976,4887
4976,7434
4976,10935
4976,2041
4976,345757
4976,5745
57799,10966
57799,5876
57799,8065
10966,5876
10966,282808
10966,81689
10966,80067
10966,8065
10966,6921
142684,6921
142684,282808
142684,81689
142684,80011
142684,8065
51512,170626
51512,84078
51512,23765
51512,57559
51512,10617
51512,8974
51512,84129
51512,8881
51512,1643
51512,5523
51512,2520
51512,10498
51512,859
51512,11133
51512,135398
51512,8301
51512,29781
84888,3964
56928,3359
56928,23556
56928,201164
56928,51094
56928,148109
56928,27290
56928,128869
56928,284098
56928,55005
56928,10960
56928,53826
56928,140707
56928,53
56928,57646
56928,9950
56928,11194
56928,1861
56928,25840
56928,5025
56928,6836
56928,27069
56928,26002
56928,51614
56928,23052
56928,5721
56928,970
56928,64924
56928,55676
56928,57506
56928,342510
56928,170572
56928,58986
56928,1144
56928,114882
56928,5663
56928,5745
56928,151195
56928,9917
56928,1039
56928,7009
56928,27173
56928,4077
56928,116238
56928,54733
56928,6547
56928,146223
56928,3895
56928,113201
56928,4714
56928,4707
56928,128486
56928,79188
56928,56994
56928,57515
56928,84272
56928,286451
56928,27089
56928,10560
56928,4718
56928,57380
56928,7026
56928,51299
56928,2734
56928,221188
56928,5727
56928,51290
56928,11045
56928,4512
56928,55890
56928,79770
56928,5445
56928,84920
56928,57089
56928,84975
56928,478
56928,10099
56928,23705
56928,2135
56928,2137
56928,23788
56928,23787
56928,3321
56928,65258
56928,347734
56928,11015
56928,201562
56928,10079
56928,25880
56928,222068
56928,23439
56928,11018
56928,54732
8516,125972
8516,6901
8516,404552
8516,55061
8516,5407
8516,7903
8516,419
8516,6367
8516,27120
8516,1191
8516,79908
8516,84866
8516,5796
3680,220
3680,6318
3680,3688
3680,3309
3680,5655
3680,3713
3680,2125
3680,6699
3680,3934
3680,78991
3680,7277
3680,51806
3680,64093
3680,100423062
7357,8797
7357,10099
7357,9308
7357,5739
7357,64755
7357,79583
7357,8795
7357,112609
7357,253012
7357,6574
487,85444
487,79641
487,8359
487,9869
487,2651
487,7090
487,8875
487,79774
487,3146
489,58477
489,84720
489,3790
489,10653
