5551	2440
5551	251
5551	8784
5551	9210
5551	2443
7291	5142
7291	4397
7291	3788
7291	4720
7291	3194
7291	3703
7291	4403
7291	4401
7291	9031
7291	5866
7291	92
7291	5786
7291	2511
7291	4297
7291	7414
7291	2223
7291	2763
7291	1297
7291	6411
7291	6410
7291	9785
7291	2481
7291	6170
7291	4130
7291	5167
7291	7553
7291	7916
7291	3946
7291	7191
7291	6757
7291	3538
7291	882
7291	1457
7291	10107
7291	4396
7291	3437
7291	4402
7291	1309
7291	1181
7291	1180
7291	1179
7291	4253
7291	9812
7291	11055
7291	5168
7291	4914
7291	8248
7291	6617
7291	1182
7291	5950
7291	5794
7291	3529
7291	8784
7291	9210
7291	2224
7291	5798
7291	3475
7291	3531
7291	1222
7291	1223
7291	5831
9908	4007
9908	882
9908	4773
9908	2866
9908	4216
9908	2224
9908	3194
9908	1909
9908	1182
9908	1316
9908	4130
9908	4182
9908	3538
8772	882
8772	4615
8772	3529
8772	2224
8772	3194
8772	2674
8772	1909
8772	1182
8772	5502
8772	1179
8772	4130
8772	7360
8772	3538
3173	4007
3173	882
3173	4773
3173	2866
3173	2478
3173	4216
3173	2224
3173	3194
3173	2674
3173	1182
3173	1316
3173	4130
3173	4182
3173	3538
302	253
1435	238
1435	5648
1435	5232
1435	5117
1435	1848
1435	4007
1435	690
1435	4009
1435	693
1435	692
1435	2511
1435	4773
1435	3949
1435	2224
1435	1909
1435	1985
1435	10522
1435	4830
1435	4832
1435	4825
1435	4827
1435	4833
1435	4826
1435	4828
1435	4829
1435	4777
1435	4831
1435	4834
1435	11908
1435	4883
1435	4835
1435	3538
1435	882
1435	6490
1435	3565
1435	1182
1435	1181
1435	1180
1435	1179
1435	8285
1435	1119
1435	1118
1435	3946
1435	1847
1435	5112
1435	5797
1435	883
1435	2095
1435	1116
1435	3194
7361	6369
7361	9588
7361	8163
7361	2985
7361	224
7361	9827
7361	5005
7361	5679
7361	308
7361	50
7361	5198
7361	3835
7361	4026
7361	1276
7361	3953
7361	5873
7361	2540
7361	9684
8532	648
8532	6095
8532	1270
8532	4752
8532	4990
8532	2913
8532	2912
8532	4007
8532	2911
8532	883
8532	2511
8532	960
8532	3230
8532	1909
8532	7996
8532	1899
8532	4130
8532	3538
8532	882
8532	251
8532	6096
8532	1182
8532	2496
8532	3194
8532	4320
8532	4162
8532	6109
8532	4531
8532	4965
8532	4317
8532	2224
526	6956
10022	1816
10022	390
10022	2674
10022	882
10022	4007
10022	5556
10022	5555
10022	4773
10022	2561
10022	2224
10022	1909
10022	10522
10022	4830
10022	4832
10022	4825
10022	4827
10022	4833
10022	4826
10022	4828
10022	4829
10022	4777
10022	4831
10022	4834
10022	3946
10022	4883
10022	4835
10022	3538
10022	1461
10022	4070
10022	1182
10022	1179
10022	4055
10022	8285
10022	3120
10022	11908
10022	883
10022	4317
10022	1817
8578	1909
8142	9210
1737	50
1737	1738
1737	4260
1057	390
1057	5173
1057	882
1057	960
1057	1326
1057	2224
1057	1909
1057	4752
1057	1182
1057	1181
1057	1316
1057	1179
1057	5556
1057	5555
1057	4130
1057	4031
1057	1180
1057	3538
4191	2984
4191	1909
9838	390
9838	5173
9838	882
9838	960
9838	1326
9838	2224
9838	4752
9838	1182
9838	1181
9838	1316
9838	1179
9838	5556
9838	5555
9838	4130
9838	4031
9838	1180
9838	3538
2884	4615
2884	750
2884	2674
2884	1773
2884	4752
2884	4401
2884	2912
2884	4965
2884	4773
2884	5556
2884	5555
2884	2676
2884	6295
2884	2511
2884	2794
2884	5173
2884	960
2884	3230
2884	3559
2884	2481
2884	7996
2884	1316
2884	6734
2884	4130
2884	4038
2884	3538
2884	306
2884	389
2884	882
2884	6012
2884	5232
2884	1306
2884	1270
2884	1182
2884	1181
2884	1180
2884	1179
2884	1909
2884	2519
2884	2100
2884	881
2884	5112
2884	1299
2884	4535
2884	5794
2884	883
2884	6109
2884	3529
2884	4531
2884	4007
2884	1251
2884	2224
2884	9643
2884	3194
4523	238
4523	5648
4523	5232
4523	5117
4523	1848
4523	4007
4523	690
4523	4009
4523	693
4523	692
4523	2511
4523	4773
4523	3949
4523	2224
4523	1044
4523	1909
4523	1985
4523	10522
4523	4830
4523	4832
4523	4825
4523	4827
4523	4833
4523	4826
4523	4828
4523	4829
4523	4777
4523	4831
4523	4834
4523	11908
4523	4883
4523	4835
4523	3538
4523	882
4523	6490
4523	3565
4523	1182
4523	1181
4523	1180
4523	1179
4523	7384
4523	8285
4523	4177
4523	1119
4523	1118
4523	3946
4523	1847
4523	5112
4523	5797
4523	883
4523	2095
4523	1116
